6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,W
6.3,0.41,0.18,3.5,0.027,23,109,0.99018,3.34,0.54,12.8,W
8,0.66,0.72,17.55,0.042,62,233,0.9999,2.92,0.68,9.4,W
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,W
7,0.61,0.26,1.7,0.051,25,161,0.9946,3.36,0.6,10.6,W
6,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,W
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,W
6,0.33,0.32,12.9,0.054,6,113,0.99572,3.3,0.56,11.5,R
6.5,0.29,0.25,2.5,0.142,8,111,0.9927,3,0.44,9.9,W
6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,W
9.9,1.005,0.46,1.4,0.046,34,185,0.9966,3.02,0.49,10.2,W
6.8,0.64,0.08,9.7,0.062,26,142,0.9972,3.37,0.46,8.9,W
6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4,R
9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,R
5.8,0.36,0.38,0.9,0.037,3,75,0.9904,3.28,0.34,11.4,W
7.4,0.17,0.4,5.5,0.037,34,161,0.9935,3.05,0.62,11.5,W
6.8,0.32,0.34,1.2,0.044,14,67,0.9919,3.05,0.47,10.6,W
9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,R
7.4,0.4,0.29,5.4,0.044,31,122,0.994,3.3,0.5,11.1,W
7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9,W
7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,W
3.9,0.225,0.4,4.2,0.03,29,118,0.989,3.57,0.36,12.8,W
6.4,0.32,0.25,5,0.055,28,138,0.99171,3.27,0.5,12.4,W
7.2,0.55,0.09,1.5,0.108,16,151,0.9938,3.07,0.57,9.2,W
6.8,0.68,0.09,3.9,0.068,15,29,0.99524,3.41,0.52,11.1,R
9.2,0.16,0.49,2,0.044,18,107,0.99514,3.1,0.53,10.2,W
6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,W
7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,W
6.1,0.26,0.25,2.9,0.047,289,440,0.99314,3.44,0.64,10.5,W
7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,R
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,W
6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,W
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,W
7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,W
8.4,0.29,0.29,1.05,0.032,4,55,0.9908,2.91,0.32,11.4,W
6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,W
6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,W
6.9,0.19,0.6,4,0.037,6,122,0.99255,2.92,0.59,10.4,W
8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,W
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,R
6,0.67,0.07,1.2,0.06,9,108,0.9931,3.11,0.35,8.7,W
7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,R
8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,R
6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,W
5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5,W
8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,R
6.8,0.73,0.2,6.6,0.054,25,65,0.99324,3.12,0.28,11.1,W
7.4,0.24,0.36,2,0.031,27,139,0.99055,3.28,0.48,12.5,W
5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,W
6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,R
8.3,0.33,0.42,1.15,0.033,18,96,0.9911,3.2,0.32,12.4,W
6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,W
5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,W
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,W
10.2,0.44,0.88,6.2,0.049,20,124,0.9968,2.99,0.51,9.9,W
7.9,0.28,0.32,3.6,0.038,9,76,0.992,3.05,0.31,11.7,W
6.5,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8,R
12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,R
6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,W
4.8,0.65,0.12,1.1,0.013,4,10,0.99246,3.32,0.36,13.5,W
7.7,0.28,0.63,11.1,0.039,58,179,0.9979,3.08,0.44,8.8,W
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,W
6,0.395,0,1.4,0.042,7,55,0.99135,3.37,0.38,11.2,W
6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11,R
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,W
7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,R
6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,W
5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,W
6.9,0.32,0.16,1.4,0.051,15,96,0.994,3.22,0.38,9.5,W
5.7,1.13,0.09,1.5,0.172,7,19,0.994,3.5,0.48,9.8,R
6,0.615,0.04,0.8,0.032,8,50,0.99036,3.14,0.4,11,W
6.1,0.28,0.25,12.9,0.054,34,189,0.9979,3.25,0.43,9,W
6.9,0.41,0.22,4.2,0.031,10,102,0.993,3,0.86,11.6,W
6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,W
6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,W
5.5,0.15,0.32,14,0.031,16,99,0.99437,3.26,0.38,11.5,W
7.7,0.35,0.49,8.65,0.033,42,186,0.9931,3.14,0.38,12.4,W
6.5,0.26,0.31,3.6,0.03,36,92,0.99026,3.22,0.62,12.6,W
8.3,0.625,0.2,1.5,0.08,27,119,0.9972,3.16,1.12,9.1,R
6,0.59,0,0.8,0.037,30,95,0.99032,3.1,0.4,10.9,W
9.4,0.24,0.29,8.5,0.037,124,208,0.99395,2.9,0.38,11,W
6.8,0.24,0.29,2,0.044,15,96,0.99232,3.23,0.64,10.4,W
6.7,0.26,0.39,1.1,0.04,45,147,0.9935,3.32,0.58,9.6,W
6.9,0.3,0.3,1.3,0.053,24,186,0.99361,3.29,0.54,9.9,W
7.3,0.28,0.42,1.2,0.033,29,142,0.99205,3.17,0.43,10.7,W
6.2,0.45,0.26,4.4,0.063,63,206,0.994,3.27,0.52,9.8,W
7.8,0.18,0.46,12.6,0.042,41,143,1,3.24,0.76,8.5,W
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,W
7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,W
6.2,0.255,0.24,1.7,0.039,138.5,272,0.99452,3.53,0.53,9.6,W
6.6,0.36,0.29,1.6,0.021,24,85,0.98965,3.41,0.61,12.4,W
6.3,0.24,0.37,1.8,0.031,6,61,0.9897,3.3,0.34,12.2,W
6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,R
5.5,0.34,0.26,2.2,0.021,31,119,0.98919,3.55,0.49,13,W
5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,R
6.9,0.39,0.22,4.3,0.03,10,102,0.993,3,0.87,11.6,W
7.2,0.615,0.1,1.4,0.068,25,154,0.99499,3.2,0.48,9.7,W
6.3,0.39,0.24,6.9,0.069,9,117,0.9942,3.15,0.35,10.2,W
6.4,0.37,0.12,5.9,0.056,6,91,0.99536,3.06,0.46,8.4,W
7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,W
6.9,0.3,0.36,4.5,0.054,31,203,0.99513,3.4,0.57,10.4,W
6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11,R
8.7,0.31,0.21,5.6,0.039,28,67,0.99328,2.96,0.52,11,W
11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,R
11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,R
6.6,0.16,0.36,1.1,0.031,27,93,0.98884,3.23,0.34,13.2,W
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,W
6.9,0.28,0.3,8.3,0.026,37,113,0.99139,2.99,0.38,12.3,W
6.7,0.28,0.31,7.4,0.041,7,81,0.99254,3.04,0.47,11.4,W
7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4,W
6.3,0.38,0.17,8.8,0.08,50,212,0.99803,3.47,0.66,9.4,W
7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,R
7.1,0.32,0.34,14.5,0.039,46,150,0.995,3.38,0.5,12.5,W
5.9,0.21,0.28,4.6,0.053,40,199,0.9964,3.72,0.7,10,W
6.7,0.33,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4,W
7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,W
7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,W
6.8,0.37,0.28,1.9,0.024,64,106,0.98993,3.45,0.6,12.6,W
6.2,0.24,0.29,13.3,0.039,49,130,0.9952,3.33,0.46,11,W
7.6,0.48,0.37,0.8,0.037,4,100,0.9902,3.03,0.39,11.4,W
5.5,0.485,0,1.5,0.065,8,103,0.994,3.63,0.4,9.7,W
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,W
6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,W
7.3,0.49,0.32,5.2,0.043,18,104,0.9952,3.24,0.45,10.7,W
7.2,0.26,0.44,7.1,0.027,25,126,0.993,3.02,0.34,11.1,W
7.5,0.42,0.34,4.3,0.04,34,108,0.99155,3.14,0.45,12.8,W
6.9,0.3,0.29,1.3,0.053,24,189,0.99362,3.29,0.54,9.9,W
7,0.57,0.1,8.3,0.094,23,188,0.9972,3.4,0.47,9.2,W
6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,W
7,0.36,0.32,10.5,0.045,35,135,0.9935,3.09,0.33,11.6,W
6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,W
11.8,0.23,0.38,11.1,0.034,15,123,0.9997,2.93,0.55,9.7,W
7.3,0.3,0.34,2.7,0.044,34,108,0.99105,3.36,0.53,12.8,W
9.8,0.93,0.45,8.6,0.052,34,187,0.9994,3.12,0.59,10.2,W
6.5,0.27,0.19,4.2,0.046,6,114,0.9955,3.25,0.35,8.6,W
6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4,W
5.2,0.3,0.34,1.5,0.038,18,96,0.98942,3.56,0.48,13,W
6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,W
6.5,0.43,0.31,3.6,0.046,19,143,0.99022,3.15,0.34,12,W
6.3,0.17,0.32,1,0.04,39,118,0.98886,3.31,0.4,13.1,W
6.8,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47,10,W
6.4,0.35,0.35,5.6,0.034,9,148,0.99441,3.17,0.5,9.8,W
8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6,R
6.8,0.24,0.4,1.8,0.047,34,105,0.99,3.13,0.49,12.8,W
6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,W
5.8,0.315,0.27,1.55,0.026,15,70,0.98994,3.37,0.4,11.9,W
8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,W
4.2,0.215,0.23,5.1,0.041,64,157,0.99688,3.42,0.44,8,W
7.6,0.31,0.49,13.4,0.062,50,191,0.9989,3.22,0.53,9,W
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,W
7.3,0.23,0.37,1.9,0.041,51,165,0.9908,3.26,0.4,12.2,W
11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,R
5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,W
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,W
5.3,0.24,0.33,1.3,0.033,25,97,0.9906,3.59,0.38,11,W
7.3,0.39,0.37,1.1,0.043,36,113,0.991,3.39,0.48,12.7,W
6.7,0.22,0.22,1.2,0.038,5,124,0.99098,3.1,0.37,11.2,W
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,W
6.5,0.44,0.47,5.45,0.014,44,137,0.98984,3.13,0.32,13,W
7.2,0.32,0.47,5.1,0.044,19,65,0.991,3.03,0.41,12.6,W
7.6,0.48,0.37,1.2,0.034,5,57,0.99256,3.05,0.54,10.4,W
4.4,0.32,0.39,4.3,0.03,31,127,0.98904,3.46,0.36,12.8,W
9.9,0.5,0.24,2.3,0.103,6,14,0.9978,3.34,0.52,10,R
6.9,0.25,0.27,9.05,0.039,37,128,0.9936,3.27,0.34,11.3,W
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,W
8.6,0.55,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63,11,W
8,0.16,0.36,1.5,0.033,14,122,0.9941,3.2,0.39,10.3,W
7.7,0.4,0.27,4.5,0.034,27,95,0.99175,3.21,0.59,12.3,W
6.7,0.64,0.3,1.2,0.03,18,76,0.9892,3.16,0.6,12.9,W
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,W
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,W
6.9,0.22,0.28,7.8,0.05,43,116,0.99326,3.22,0.6,11.5,W
6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,W
6.3,1.02,0,2,0.083,17,24,0.99437,3.59,0.55,11.2,R
7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,W
8.2,0.26,0.44,1.3,0.046,7,69,0.9944,3.14,0.62,10.2,W
9,0.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,W
6.3,0.29,0.28,4.7,0.059,28,81,0.99036,3.24,0.56,12.7,W
6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,W
6.2,0.28,0.28,4.3,0.026,22,105,0.989,2.98,0.64,13.1,W
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,W
6.9,0.75,0.13,6.3,0.036,19,50,0.99312,3.09,0.25,11.1,W
7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,R
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,W
5.3,0.43,0.11,1.1,0.029,6,51,0.99076,3.51,0.48,11.2,W
5.9,0.655,0,5.6,0.033,8,31,0.9936,3.32,0.51,10.5,W
6,0.33,0.18,3,0.036,5,85,0.99125,3.28,0.4,11.5,W
6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,R
6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12,W
7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3,R
7,0.24,0.32,1.3,0.037,39,123,0.992,3.17,0.42,11.2,W
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,W
6.8,0.705,0.25,3.2,0.048,10,57,0.996,3.36,0.52,9.5,W
6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,W
7.1,0.875,0.05,5.7,0.082,3,14,0.99808,3.4,0.52,10.2,R
4.9,0.33,0.31,1.2,0.016,39,150,0.98713,3.33,0.59,14,W
10.1,0.935,0.22,3.4,0.105,11,86,1.001,3.43,0.64,11.3,R
7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,W
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,R
6.6,0.23,0.3,4.6,0.06,29,154,0.99142,3.23,0.49,12.2,W
8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,R
6.5,0.36,0.28,3.2,0.037,29,119,0.9908,3.25,0.65,12.4,W
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,W
8.2,0.29,0.49,1,0.044,29,118,0.9928,3.24,0.36,10.9,W
6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,W
7.5,0.26,0.59,11.8,0.046,58,164,0.99814,3.17,0.46,8.9,W
7.2,0.31,0.46,5,0.04,3,29,0.9906,3.04,0.53,12.5,W
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,W
7.6,0.68,0.02,1.3,0.072,9,20,0.9965,3.17,1.08,9.2,R
6.3,0.28,0.22,9.5,0.04,30,111,0.99338,3.05,0.31,10.8,W
6.1,1.1,0.16,4.4,0.033,8,109,0.99058,3.35,0.47,12.4,W
8.5,0.17,0.49,8.8,0.048,23,108,0.9947,2.88,0.34,10.5,W
7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,W
7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,W
